2017-04-02 19:35:32,620 p=3275 u=root |  Using /root/tst1/step10/ansible.cfg as config file
2017-04-02 19:35:49,831 p=3275 u=root |  task path: /root/tst1/step10/roles/zabbix/tasks/main.yml:41
2017-04-02 19:36:23,624 p=3275 u=root |  ok: [ragnar02] => {"changed": false, "dest": "/etc/zabbix/", "invocation": {"module_args": {"backup": true, "dest": "/etc/zabbix/", "group": "zabbix", "mode": 493, "owner": "zabbix", "src": "files/script"}, "module_name": "copy"}, "src": "/root/tst1/step10/roles/zabbix/files/script"}
2017-04-02 19:36:23,633 p=3275 u=root |  TASK [zabbix : copy executables to /usr/local/sbin/ folder] ********************
2017-04-02 19:36:23,634 p=3275 u=root |  task path: /root/tst1/step10/roles/zabbix/tasks/main.yml:50
2017-04-02 19:36:38,785 p=3275 u=root |  ok: [ragnar02] => (item={u'dest': u'/usr/local/sbin/zabbix_sender', u'file': u'zabbix_sender'}) => {"changed": false, "checksum": "e90a7f972e6f3d423b87684d9ed53bcf52df5b4f", "dest": "/usr/local/sbin/zabbix_sender", "gid": 1002, "group": "zabbix", "invocation": {"module_args": {"backup": true, "content": null, "delimiter": null, "dest": "/usr/local/sbin/zabbix_sender", "diff_peek": null, "directory_mode": null, "follow": false, "force": false, "group": "zabbix", "mode": 493, "original_basename": "zabbix_sender", "owner": "zabbix", "path": "/usr/local/sbin/zabbix_sender", "recurse": false, "regexp": null, "remote_src": null, "selevel": null, "serole": null, "setype": null, "seuser": null, "src": "zabbix_sender", "state": null, "validate": null}}, "item": {"dest": "/usr/local/sbin/zabbix_sender", "file": "zabbix_sender"}, "mode": "0755", "owner": "zabbix", "path": "/usr/local/sbin/zabbix_sender", "secontext": "system_u:object_r:bin_t:s0", "size": 90768, "state": "file", "uid": 1002}
2017-04-02 19:36:38,815 p=3275 u=root |  ok: [ragnar02] => (item={u'dest': u'/usr/local/sbin/zabbix_agent', u'file': u'zabbix_agent'}) => {"changed": false, "checksum": "15769fd636a326b008cdfc2dca621f1f4f0ff756", "dest": "/usr/local/sbin/zabbix_agent", "gid": 1002, "group": "zabbix", "invocation": {"module_args": {"backup": true, "content": null, "delimiter": null, "dest": "/usr/local/sbin/zabbix_agent", "diff_peek": null, "directory_mode": null, "follow": false, "force": false, "group": "zabbix", "mode": 493, "original_basename": "zabbix_agent", "owner": "zabbix", "path": "/usr/local/sbin/zabbix_agent", "recurse": false, "regexp": null, "remote_src": null, "selevel": null, "serole": null, "setype": null, "seuser": null, "src": "zabbix_agent", "state": null, "validate": null}}, "item": {"dest": "/usr/local/sbin/zabbix_agent", "file": "zabbix_agent"}, "mode": "0755", "owner": "zabbix", "path": "/usr/local/sbin/zabbix_agent", "secontext": "system_u:object_r:bin_t:s0", "size": 190784, "state": "file", "uid": 1002}
2017-04-02 19:36:38,845 p=3275 u=root |  ok: [ragnar02] => (item={u'dest': u'/usr/local/sbin/zabbix_agentd', u'file': u'zabbix_agentd'}) => {"changed": false, "checksum": "46a15c544a15c0e0f9aa731a6a84e85a9f0d2fcb", "dest": "/usr/local/sbin/zabbix_agentd", "gid": 1002, "group": "zabbix", "invocation": {"module_args": {"backup": true, "content": null, "delimiter": null, "dest": "/usr/local/sbin/zabbix_agentd", "diff_peek": null, "directory_mode": null, "follow": false, "force": false, "group": "zabbix", "mode": 493, "original_basename": "zabbix_agentd", "owner": "zabbix", "path": "/usr/local/sbin/zabbix_agentd", "recurse": false, "regexp": null, "remote_src": null, "selevel": null, "serole": null, "setype": null, "seuser": null, "src": "zabbix_agentd", "state": null, "validate": null}}, "item": {"dest": "/usr/local/sbin/zabbix_agentd", "file": "zabbix_agentd"}, "mode": "0755", "owner": "zabbix", "path": "/usr/local/sbin/zabbix_agentd", "secontext": "system_u:object_r:bin_t:s0", "size": 222840, "state": "file", "uid": 1002}
2017-04-02 19:36:38,879 p=3275 u=root |  ok: [ragnar02] => (item={u'dest': u'/usr/local/sbin/zabbix_get', u'file': u'zabbix_get'}) => {"changed": false, "checksum": "39f9f0cffaae4dd12357ce71afde34e968989749", "dest": "/usr/local/sbin/zabbix_get", "gid": 1002, "group": "zabbix", "invocation": {"module_args": {"backup": true, "content": null, "delimiter": null, "dest": "/usr/local/sbin/zabbix_get", "diff_peek": null, "directory_mode": null, "follow": false, "force": false, "group": "zabbix", "mode": 493, "original_basename": "zabbix_get", "owner": "zabbix", "path": "/usr/local/sbin/zabbix_get", "recurse": false, "regexp": null, "remote_src": null, "selevel": null, "serole": null, "setype": null, "seuser": null, "src": "zabbix_get", "state": null, "validate": null}}, "item": {"dest": "/usr/local/sbin/zabbix_get", "file": "zabbix_get"}, "mode": "0755", "owner": "zabbix", "path": "/usr/local/sbin/zabbix_get", "secontext": "system_u:object_r:bin_t:s0", "size": 75696, "state": "file", "uid": 1002}
2017-04-02 19:36:38,910 p=3275 u=root |  ok: [ragnar02] => (item={u'dest': u'/usr/local/bin/zabagentstart', u'file': u'zabagstrt'}) => {"changed": false, "checksum": "7629bef3991846821ce63ad5dd371f74c4f7a50f", "dest": "/usr/local/bin/zabagentstart", "gid": 1002, "group": "zabbix", "invocation": {"module_args": {"backup": true, "content": null, "delimiter": null, "dest": "/usr/local/bin/zabagentstart", "diff_peek": null, "directory_mode": null, "follow": false, "force": false, "group": "zabbix", "mode": 493, "original_basename": "zabagstrt", "owner": "zabbix", "path": "/usr/local/bin/zabagentstart", "recurse": false, "regexp": null, "remote_src": null, "selevel": null, "serole": null, "setype": null, "seuser": null, "src": "zabagstrt", "state": null, "validate": null}}, "item": {"dest": "/usr/local/bin/zabagentstart", "file": "zabagstrt"}, "mode": "0755", "owner": "zabbix", "path": "/usr/local/bin/zabagentstart", "secontext": "system_u:object_r:bin_t:s0", "size": 92, "state": "file", "uid": 1002}
2017-04-02 19:36:38,941 p=3275 u=root |  ok: [ragnar02] => (item={u'dest': u'/usr/local/bin/zabagentstop', u'file': u'zabagstop'}) => {"changed": false, "checksum": "7359d72e1c0c768114456418236f8c0b78727d3a", "dest": "/usr/local/bin/zabagentstop", "gid": 1002, "group": "zabbix", "invocation": {"module_args": {"backup": true, "content": null, "delimiter": null, "dest": "/usr/local/bin/zabagentstop", "diff_peek": null, "directory_mode": null, "follow": false, "force": false, "group": "zabbix", "mode": 493, "original_basename": "zabagstop", "owner": "zabbix", "path": "/usr/local/bin/zabagentstop", "recurse": false, "regexp": null, "remote_src": null, "selevel": null, "serole": null, "setype": null, "seuser": null, "src": "zabagstop", "state": null, "validate": null}}, "item": {"dest": "/usr/local/bin/zabagentstop", "file": "zabagstop"}, "mode": "0755", "owner": "zabbix", "path": "/usr/local/bin/zabagentstop", "secontext": "system_u:object_r:bin_t:s0", "size": 55, "state": "file", "uid": 1002}
2017-04-02 19:36:38,970 p=3275 u=root |  TASK [zabbix : copy and edit conf file as per input vars] **********************
2017-04-02 19:36:38,971 p=3275 u=root |  task path: /root/tst1/step10/roles/zabbix/tasks/main.yml:61
2017-04-02 19:36:41,749 p=3275 u=root |  ok: [ragnar02] => {"changed": false, "gid": 1002, "group": "zabbix", "invocation": {"module_args": {"backup": null, "content": null, "delimiter": null, "dest": "/etc/zabbix/zabbix_agentd.conf", "diff_peek": null, "directory_mode": null, "follow": true, "force": false, "group": "zabbix", "mode": 420, "original_basename": "zabbix_agentd.conf.j2", "owner": "zabbix", "path": "/etc/zabbix/zabbix_agentd.conf", "recurse": false, "regexp": null, "remote_src": null, "selevel": null, "serole": null, "setype": null, "seuser": null, "src": null, "state": null, "validate": null}}, "mode": "0644", "owner": "zabbix", "path": "/etc/zabbix/zabbix_agentd.conf", "secontext": "system_u:object_r:etc_t:s0", "size": 6620, "state": "file", "uid": 1002}
2017-04-02 19:36:41,759 p=3275 u=root |  TASK [zabbix : Add entry to /etc/rc.local] *************************************
2017-04-02 19:36:41,760 p=3275 u=root |  task path: /root/tst1/step10/roles/zabbix/tasks/main.yml:70
2017-04-02 19:36:43,383 p=3275 u=root |  ok: [ragnar02] => {"backup": "", "changed": false, "invocation": {"module_args": {"backrefs": false, "backup": false, "content": null, "create": false, "delimiter": null, "dest": "/etc/rc.local", "destfile": "/etc/rc.local", "directory_mode": null, "follow": false, "force": null, "group": null, "insertafter": null, "insertbefore": null, "line": "/usr/local/bin/zabagentstart", "mode": null, "owner": null, "regexp": null, "remote_src": null, "selevel": null, "serole": null, "setype": null, "seuser": null, "src": null, "state": "present", "validate": null}, "module_name": "lineinfile"}, "msg": ""}
2017-04-02 19:36:43,393 p=3275 u=root |  TASK [zabbix : Start zabbix] ***************************************************
2017-04-02 19:36:43,394 p=3275 u=root |  task path: /root/tst1/step10/roles/zabbix/tasks/main.yml:75
2017-04-02 19:36:45,039 p=3275 u=root |  changed: [ragnar02] => {"changed": true, "cmd": ["/usr/local/sbin/zabbix_agentd", "-c", "/etc/zabbix/zabbix_agentd.conf"], "delta": "0:00:00.016676", "end": "2017-04-02 19:36:44.945663", "invocation": {"module_args": {"_raw_params": "/usr/local/sbin/zabbix_agentd -c /etc/zabbix/zabbix_agentd.conf", "_uses_shell": false, "chdir": null, "creates": null, "executable": null, "removes": null, "warn": true}, "module_name": "command"}, "rc": 0, "start": "2017-04-02 19:36:44.928987", "stderr": "", "stdout": "", "stdout_lines": [], "warnings": []}
2017-04-02 19:36:45,048 p=3275 u=root |  PLAY RECAP *********************************************************************
2017-04-02 19:36:45,049 p=3275 u=root |  ragnar02                   : ok=10   changed=2    unreachable=0    failed=0   
